Station ID,Address,Charger Type,Station Operator,Charging Capacity (kW),Cost (USD/kWh),Distance to City (km),Parking Spots,Reviews (Rating),Usage Stats (avg users/day),High_Utilization,Utilization_Probability,Priority_Tier
EVS03290,"3543 Bangkok Ave, Bangkok",AC Level 2,EVgo,22,0.1,5.19,2,4.6,96,1,0.5354,MEDIUM
EVS01810,"7119 Cape Town Ave, Cape Town",AC Level 1,Greenlots,22,0.11,9.25,7,4.8,59,1,0.5353,MEDIUM
EVS00749,"4237 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,50,0.13,10.78,4,4.5,88,1,0.5352,MEDIUM
EVS00362,"7271 São Paulo Ave, São Paulo",AC Level 1,EVgo,22,0.15,15.92,9,4.6,95,1,0.5352,MEDIUM
EVS03776,"3855 San Francisco Ave, San Francisco",AC Level 1,Ionity,150,0.23,17.86,2,4.5,87,1,0.5352,MEDIUM
EVS02205,"3948 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,22,0.16,17.5,9,4.5,64,1,0.5351,MEDIUM
EVS01482,"2848 Dubai Ave, Dubai",DC Fast Charger,EVgo,150,0.22,19.94,3,4.3,53,0,0.5351,MEDIUM
EVS03642,"349 Dubai Ave, Dubai",AC Level 2,ChargePoint,22,0.12,6.88,5,4.9,45,0,0.535,MEDIUM
EVS00742,"7600 Berlin Ave, Berlin",AC Level 1,Tesla,150,0.17,14.21,1,4.3,20,0,0.5349,MEDIUM
EVS03357,"1259 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,150,0.18,14.88,1,4.3,100,1,0.5348,MEDIUM
EVS03637,"9121 Moscow Ave, Moscow",DC Fast Charger,Ionity,22,0.15,17.19,7,4.2,76,1,0.5347,MEDIUM
EVS01469,"360 Mumbai Ave, Mumbai",DC Fast Charger,Tesla,22,0.24,13.95,2,4.7,97,1,0.5347,MEDIUM
EVS03747,"2760 Berlin Ave, Berlin",AC Level 1,ChargePoint,22,0.11,17.9,1,3.1,28,0,0.5347,MEDIUM
EVS00518,"1517 Sydney Ave, Sydney",DC Fast Charger,ChargePoint,22,0.22,18.29,5,4.4,69,1,0.5347,MEDIUM
EVS00245,"239 San Francisco Ave, San Francisco",AC Level 2,ChargePoint,150,0.13,7.96,3,4.9,17,0,0.5347,MEDIUM
EVS00820,"8440 Cape Town Ave, Cape Town",AC Level 1,EVgo,350,0.15,16.0,2,4.5,83,1,0.5346,MEDIUM
EVS04578,"9663 Sydney Ave, Sydney",AC Level 2,Ionity,150,0.26,19.61,2,4.5,62,1,0.5344,MEDIUM
EVS01923,"1971 Cape Town Ave, Cape Town",AC Level 1,Greenlots,50,0.23,19.71,7,4.6,77,1,0.5343,MEDIUM
EVS04882,"8282 Bangkok Ave, Bangkok",AC Level 1,Greenlots,50,0.16,17.39,1,3.6,32,0,0.5343,MEDIUM
EVS04410,"3849 Moscow Ave, Moscow",DC Fast Charger,Greenlots,150,0.29,19.17,3,4.9,30,0,0.5343,MEDIUM
EVS01741,"7465 Random Rd, City 467, Country",AC Level 2,EVgo,350,0.11,18.29,8,4.6,75,1,0.5342,MEDIUM
EVS01212,"9865 Beijing Ave, Beijing",AC Level 1,EVgo,150,0.1,12.45,1,3.9,73,1,0.5342,MEDIUM
EVS01905,"2441 Chicago Ave, Chicago",AC Level 1,Ionity,150,0.22,15.63,1,4.5,21,0,0.5342,MEDIUM
EVS04654,"7603 Cape Town Ave, Cape Town",AC Level 1,Greenlots,150,0.17,18.74,4,4.1,19,0,0.5341,MEDIUM
EVS03795,"7765 Seoul Ave, Seoul",DC Fast Charger,Tesla,22,0.12,11.95,6,4.4,18,0,0.5341,MEDIUM
EVS04383,"9423 Moscow Ave, Moscow",DC Fast Charger,EVgo,22,0.25,19.56,1,4.0,94,1,0.5341,MEDIUM
EVS04950,"5808 Sydney Ave, Sydney",DC Fast Charger,Tesla,50,0.21,8.34,1,5.0,68,1,0.534,MEDIUM
EVS01040,"5592 Berlin Ave, Berlin",DC Fast Charger,Tesla,50,0.23,11.68,2,4.9,51,0,0.534,MEDIUM
EVS02240,"9253 São Paulo Ave, São Paulo",AC Level 1,Tesla,22,0.17,9.35,1,4.5,15,0,0.534,MEDIUM
EVS00732,"1756 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,50,0.12,7.96,6,4.9,26,0,0.5339,MEDIUM
EVS02898,"1757 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,22,0.15,11.71,9,5.0,30,0,0.5339,MEDIUM
EVS03000,"360 Seoul Ave, Seoul",AC Level 2,ChargePoint,150,0.13,14.25,6,4.5,39,0,0.5338,MEDIUM
EVS03958,"2769 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,150,0.21,15.31,5,4.9,50,0,0.5338,MEDIUM
EVS02443,"6862 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,350,0.15,12.9,2,4.8,58,1,0.5337,MEDIUM
EVS03716,"6594 Mumbai Ave, Mumbai",AC Level 1,Tesla,50,0.18,13.75,5,4.6,44,0,0.5337,MEDIUM
EVS02929,"9547 Dubai Ave, Dubai",DC Fast Charger,Ionity,22,0.23,11.07,3,5.0,95,1,0.5336,MEDIUM
EVS00765,"2996 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,150,0.16,14.76,8,4.9,41,0,0.5336,MEDIUM
EVS00331,"9481 Random Rd, City 246, Country",AC Level 1,Greenlots,350,0.13,10.27,1,4.8,47,0,0.5334,MEDIUM
EVS04399,"5559 Moscow Ave, Moscow",DC Fast Charger,ChargePoint,350,0.1,19.95,3,3.7,55,0,0.5333,MEDIUM
EVS02316,"4709 Mumbai Ave, Mumbai",AC Level 2,ChargePoint,50,0.22,12.51,3,4.8,51,0,0.5332,MEDIUM
EVS04032,"6675 Bangkok Ave, Bangkok",AC Level 1,EVgo,150,0.11,11.17,3,4.3,77,1,0.5332,MEDIUM
EVS03932,"1413 Chicago Ave, Chicago",AC Level 2,ChargePoint,22,0.13,11.58,8,4.7,34,0,0.5331,MEDIUM
EVS02469,"5055 Dubai Ave, Dubai",AC Level 2,Ionity,150,0.1,13.09,9,4.7,35,0,0.5331,MEDIUM
EVS03798,"9838 Bangkok Ave, Bangkok",DC Fast Charger,ChargePoint,22,0.11,16.24,7,3.9,99,1,0.5331,MEDIUM
EVS03902,"721 Seoul Ave, Seoul",DC Fast Charger,Greenlots,150,0.24,15.79,2,4.7,33,0,0.5331,MEDIUM
EVS03049,"2130 Toronto Ave, Toronto",AC Level 2,Tesla,150,0.14,12.51,4,4.5,18,0,0.5331,MEDIUM
EVS04177,"9604 Moscow Ave, Moscow",AC Level 2,EVgo,50,0.15,12.61,8,4.8,51,0,0.533,MEDIUM
EVS04070,"4007 Toronto Ave, Toronto",DC Fast Charger,Ionity,150,0.2,14.96,4,4.7,30,0,0.533,MEDIUM
EVS00213,"4470 Chicago Ave, Chicago",DC Fast Charger,Ionity,22,0.22,10.63,1,4.7,32,0,0.5329,MEDIUM
EVS00666,"3856 Mumbai Ave, Mumbai",DC Fast Charger,Ionity,150,0.14,16.46,1,3.7,13,0,0.5329,MEDIUM
EVS00795,"4294 Mexico City Ave, Mexico City",AC Level 2,Ionity,22,0.19,14.84,8,4.8,39,0,0.5329,MEDIUM
EVS03022,"8381 Chicago Ave, Chicago",DC Fast Charger,Greenlots,50,0.16,11.8,4,4.5,15,0,0.5329,MEDIUM
EVS00237,"7608 Seoul Ave, Seoul",AC Level 2,Tesla,50,0.1,10.03,9,4.8,41,0,0.5329,MEDIUM
EVS01955,"1959 Berlin Ave, Berlin",AC Level 1,ChargePoint,50,0.19,13.28,6,4.8,13,0,0.5328,MEDIUM
EVS02216,"3284 Toronto Ave, Toronto",AC Level 1,Ionity,150,0.11,17.5,5,3.8,52,0,0.5327,MEDIUM
EVS02062,"5749 Toronto Ave, Toronto",DC Fast Charger,Greenlots,50,0.12,16.74,9,4.2,83,1,0.5327,MEDIUM
EVS00032,"3787 Beijing Ave, Beijing",AC Level 2,Tesla,150,0.19,18.44,3,4.1,90,1,0.5327,MEDIUM
EVS04402,"8869 Sydney Ave, Sydney",DC Fast Charger,Greenlots,50,0.11,11.72,4,4.1,38,0,0.5327,MEDIUM
EVS03275,"5981 Cape Town Ave, Cape Town",AC Level 2,Tesla,22,0.12,15.83,1,3.3,13,0,0.5326,MEDIUM
EVS04112,"236 Cape Town Ave, Cape Town",AC Level 1,EVgo,50,0.35,18.5,1,4.9,62,1,0.5326,MEDIUM
EVS04092,"3044 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,50,0.14,3.52,1,4.9,70,1,0.5325,MEDIUM
EVS01781,"5539 Random Rd, City 302, Country",DC Fast Charger,Ionity,22,0.26,19.94,10,5.0,69,1,0.5325,MEDIUM
EVS00755,"8636 Berlin Ave, Berlin",AC Level 1,Greenlots,150,0.16,6.09,1,5.0,34,0,0.5325,MEDIUM
EVS04727,"978 Beijing Ave, Beijing",AC Level 2,Tesla,350,0.18,19.64,1,4.1,21,0,0.5325,MEDIUM
EVS03467,"7123 Seoul Ave, Seoul",DC Fast Charger,Tesla,150,0.26,18.99,4,4.7,82,1,0.5325,MEDIUM
EVS04943,"155 Sydney Ave, Sydney",DC Fast Charger,Greenlots,150,0.23,13.73,1,4.7,62,1,0.5324,MEDIUM
EVS00424,"4217 Cape Town Ave, Cape Town",AC Level 2,EVgo,22,0.28,18.96,6,4.8,18,0,0.5324,MEDIUM
EVS00721,"1220 Random Rd, City 311, Country",DC Fast Charger,ChargePoint,50,0.1,14.0,1,3.4,74,1,0.5324,MEDIUM
EVS03435,"1283 Beijing Ave, Beijing",AC Level 1,ChargePoint,22,0.13,15.54,7,4.1,14,0,0.5324,MEDIUM
EVS04570,"5844 Dubai Ave, Dubai",AC Level 2,Ionity,150,0.27,17.74,3,4.8,30,0,0.5324,MEDIUM
EVS00569,"819 Seoul Ave, Seoul",AC Level 2,EVgo,22,0.11,9.63,1,3.9,57,1,0.5323,MEDIUM
EVS03474,"2342 Mumbai Ave, Mumbai",DC Fast Charger,Greenlots,150,0.1,12.24,6,4.4,92,1,0.5323,MEDIUM
EVS01267,"4209 Beijing Ave, Beijing",AC Level 2,ChargePoint,150,0.19,15.08,6,4.8,43,0,0.5322,MEDIUM
EVS02617,"2631 Toronto Ave, Toronto",AC Level 2,Tesla,50,0.15,15.82,2,3.7,64,1,0.5322,MEDIUM
EVS00598,"4751 Berlin Ave, Berlin",DC Fast Charger,Tesla,50,0.16,10.57,4,4.6,63,1,0.5322,MEDIUM
EVS03951,"945 Random Rd, City 483, Country",AC Level 2,ChargePoint,22,0.12,15.13,10,4.4,87,1,0.5321,MEDIUM
EVS02078,"5554 Chicago Ave, Chicago",AC Level 2,Ionity,350,0.19,18.21,6,4.9,23,0,0.5321,MEDIUM
EVS02692,"8639 Mumbai Ave, Mumbai",AC Level 1,EVgo,22,0.17,14.65,7,4.5,63,1,0.532,MEDIUM
EVS04975,"4379 Seoul Ave, Seoul",AC Level 1,ChargePoint,22,0.16,12.16,1,4.0,20,0,0.532,MEDIUM
EVS00262,"6384 Sydney Ave, Sydney",AC Level 2,ChargePoint,50,0.13,17.13,3,3.5,77,1,0.532,MEDIUM
EVS03963,"1429 Toronto Ave, Toronto",AC Level 1,Tesla,350,0.13,19.84,4,4.0,45,0,0.532,MEDIUM
EVS02192,"1385 São Paulo Ave, São Paulo",DC Fast Charger,EVgo,150,0.27,18.13,1,4.5,21,0,0.532,MEDIUM
EVS00788,"1655 Berlin Ave, Berlin",AC Level 1,Ionity,22,0.25,11.53,2,4.9,71,1,0.5319,MEDIUM
EVS02595,"6636 Mumbai Ave, Mumbai",DC Fast Charger,ChargePoint,22,0.11,14.93,2,3.4,25,0,0.5319,MEDIUM
EVS02573,"1773 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,22,0.12,12.51,5,4.1,19,0,0.5319,MEDIUM
EVS00475,"4042 Chicago Ave, Chicago",AC Level 2,Tesla,50,0.23,18.97,10,4.9,93,1,0.5319,MEDIUM
EVS03802,"2368 San Francisco Ave, San Francisco",AC Level 2,Tesla,22,0.17,15.76,9,4.6,27,0,0.5319,MEDIUM
EVS03960,"8497 Mumbai Ave, Mumbai",AC Level 2,Ionity,22,0.16,19.95,6,3.7,46,0,0.5319,MEDIUM
EVS01394,"9343 Dubai Ave, Dubai",DC Fast Charger,Ionity,50,0.1,11.32,3,3.9,59,1,0.5318,MEDIUM
EVS01083,"276 Chicago Ave, Chicago",AC Level 1,Ionity,50,0.12,18.09,3,3.3,86,1,0.5318,MEDIUM
EVS04890,"9093 Bangkok Ave, Bangkok",DC Fast Charger,EVgo,22,0.12,5.28,5,4.9,57,1,0.5317,MEDIUM
EVS04865,"2738 San Francisco Ave, San Francisco",AC Level 2,Tesla,22,0.26,18.95,6,4.6,66,1,0.5317,MEDIUM
EVS04817,"1434 Berlin Ave, Berlin",AC Level 2,Greenlots,50,0.1,11.4,4,4.0,26,0,0.5317,MEDIUM
EVS00551,"4455 Random Rd, City 82, Country",DC Fast Charger,EVgo,350,0.15,15.32,1,4.3,75,1,0.5317,MEDIUM
EVS02640,"1647 Mumbai Ave, Mumbai",AC Level 1,Tesla,50,0.15,19.98,8,3.9,97,1,0.5316,MEDIUM
EVS03633,"3588 São Paulo Ave, São Paulo",AC Level 1,ChargePoint,22,0.15,7.08,3,4.7,62,1,0.5316,MEDIUM
EVS02128,"1665 Seoul Ave, Seoul",AC Level 2,EVgo,350,0.13,18.62,3,4.0,40,0,0.5316,MEDIUM
EVS04813,"5204 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,50,0.14,19.11,1,3.1,73,1,0.5316,MEDIUM
EVS01443,"4125 Dubai Ave, Dubai",AC Level 1,ChargePoint,150,0.14,14.0,1,3.9,54,0,0.5315,MEDIUM
EVS02893,"8173 San Francisco Ave, San Francisco",AC Level 2,Greenlots,22,0.14,15.83,1,3.4,64,1,0.5315,MEDIUM
EVS02523,"4855 São Paulo Ave, São Paulo",AC Level 2,Tesla,150,0.12,7.21,1,4.5,34,0,0.5315,MEDIUM
EVS00661,"9591 Random Rd, City 452, Country",AC Level 1,EVgo,50,0.16,10.37,5,4.7,42,0,0.5315,MEDIUM
EVS01365,"2476 Bangkok Ave, Bangkok",AC Level 1,ChargePoint,350,0.18,18.63,4,4.5,59,1,0.5313,MEDIUM
EVS00972,"7130 Bangkok Ave, Bangkok",DC Fast Charger,Ionity,22,0.21,19.23,9,4.5,90,1,0.5313,MEDIUM
EVS00512,"6840 Moscow Ave, Moscow",AC Level 1,Ionity,150,0.19,16.81,3,4.2,57,1,0.5312,MEDIUM
EVS03669,"4164 San Francisco Ave, San Francisco",AC Level 2,Ionity,150,0.15,18.85,6,4.0,76,1,0.5312,MEDIUM
EVS04465,"785 Seoul Ave, Seoul",AC Level 1,Ionity,22,0.23,16.86,8,4.8,76,1,0.5312,MEDIUM
EVS02726,"7056 Sydney Ave, Sydney",AC Level 1,Tesla,350,0.22,18.68,4,4.8,32,0,0.5311,MEDIUM
EVS02340,"9326 Mexico City Ave, Mexico City",AC Level 1,Tesla,22,0.1,11.89,1,3.5,26,0,0.5311,MEDIUM
EVS01149,"4319 Cape Town Ave, Cape Town",AC Level 2,EVgo,50,0.28,15.62,2,4.7,63,1,0.5311,MEDIUM
EVS03213,"9311 Sydney Ave, Sydney",AC Level 2,EVgo,350,0.14,19.94,9,4.6,34,0,0.5311,MEDIUM
EVS01996,"6597 Chicago Ave, Chicago",DC Fast Charger,Greenlots,22,0.19,19.27,2,3.5,86,1,0.5309,MEDIUM
EVS00681,"6231 Random Rd, City 229, Country",AC Level 1,Tesla,350,0.16,11.2,1,4.8,46,0,0.5309,MEDIUM
EVS03039,"8163 Moscow Ave, Moscow",AC Level 1,EVgo,50,0.17,8.09,5,5.0,84,1,0.5308,MEDIUM
EVS00104,"4326 Toronto Ave, Toronto",AC Level 2,Ionity,22,0.14,19.64,5,3.4,93,1,0.5308,MEDIUM
EVS00138,"4542 Toronto Ave, Toronto",DC Fast Charger,Tesla,22,0.33,18.44,2,4.7,98,1,0.5307,MEDIUM
EVS01274,"2414 Toronto Ave, Toronto",AC Level 2,EVgo,50,0.14,19.44,6,3.6,75,1,0.5307,MEDIUM
EVS03848,"8603 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,350,0.1,13.05,7,4.8,86,1,0.5307,MEDIUM
EVS03990,"4082 Cape Town Ave, Cape Town",AC Level 2,Ionity,50,0.2,14.02,1,4.1,46,0,0.5306,MEDIUM
EVS03359,"7460 Dubai Ave, Dubai",AC Level 1,ChargePoint,50,0.14,13.28,7,4.4,62,1,0.5306,MEDIUM
EVS01643,"2015 Sydney Ave, Sydney",DC Fast Charger,EVgo,22,0.13,18.37,8,3.8,54,0,0.5306,MEDIUM
EVS04746,"5630 São Paulo Ave, São Paulo",DC Fast Charger,EVgo,150,0.18,11.04,1,4.5,41,0,0.5306,MEDIUM
EVS03232,"8740 San Francisco Ave, San Francisco",AC Level 1,Ionity,150,0.18,14.6,1,4.1,56,0,0.5305,MEDIUM
EVS01517,"9992 Toronto Ave, Toronto",DC Fast Charger,Greenlots,22,0.24,13.84,3,4.6,89,1,0.5305,MEDIUM
EVS00334,"6812 Chicago Ave, Chicago",AC Level 2,EVgo,50,0.24,18.99,4,4.2,23,0,0.5304,MEDIUM
EVS04816,"4039 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,22,0.17,11.33,8,4.9,54,0,0.5304,MEDIUM
EVS03174,"1933 Mumbai Ave, Mumbai",DC Fast Charger,Ionity,22,0.33,19.61,5,4.9,91,1,0.5304,MEDIUM
EVS04538,"9413 Bangkok Ave, Bangkok",AC Level 1,EVgo,22,0.22,12.51,4,4.7,62,1,0.5304,MEDIUM
EVS03777,"5243 Toronto Ave, Toronto",AC Level 1,Tesla,22,0.3,16.26,3,4.8,24,0,0.5303,MEDIUM
EVS04271,"6953 Random Rd, City 177, Country",DC Fast Charger,EVgo,150,0.17,16.73,9,4.7,26,0,0.5303,MEDIUM
EVS04282,"3086 São Paulo Ave, São Paulo",AC Level 2,Greenlots,150,0.16,15.85,2,3.9,99,1,0.5302,MEDIUM
EVS01902,"3966 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,22,0.19,18.47,5,3.9,93,1,0.5302,MEDIUM
EVS03149,"2401 Seoul Ave, Seoul",DC Fast Charger,Ionity,150,0.16,13.27,3,4.3,38,0,0.5301,MEDIUM
EVS01853,"1624 Sydney Ave, Sydney",AC Level 2,ChargePoint,350,0.17,15.68,5,4.8,74,1,0.5301,MEDIUM
EVS03496,"2190 Bangkok Ave, Bangkok",AC Level 1,Greenlots,22,0.23,16.92,6,4.5,30,0,0.53,MEDIUM
EVS04368,"467 Moscow Ave, Moscow",DC Fast Charger,Greenlots,150,0.25,13.99,1,4.7,77,1,0.53,MEDIUM
EVS03913,"5327 Beijing Ave, Beijing",AC Level 1,EVgo,22,0.14,9.6,6,4.6,28,0,0.53,MEDIUM
EVS01966,"7138 Toronto Ave, Toronto",DC Fast Charger,EVgo,22,0.2,15.89,8,4.6,43,0,0.5299,MEDIUM
EVS02053,"5012 Berlin Ave, Berlin",AC Level 2,Ionity,22,0.26,17.34,7,4.8,59,1,0.5299,MEDIUM
EVS02082,"4504 Cape Town Ave, Cape Town",AC Level 1,Tesla,350,0.2,18.91,1,4.2,40,0,0.5299,MEDIUM
EVS03779,"5302 Sydney Ave, Sydney",AC Level 2,Greenlots,22,0.13,11.0,9,4.7,73,1,0.5298,MEDIUM
EVS00128,"6208 Sydney Ave, Sydney",AC Level 2,Ionity,50,0.16,15.95,6,4.1,71,1,0.5298,MEDIUM
EVS04796,"2572 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,22,0.13,16.97,1,3.1,81,1,0.5298,MEDIUM
EVS04506,"7507 Cape Town Ave, Cape Town",AC Level 1,EVgo,350,0.1,18.24,9,4.4,34,0,0.5297,MEDIUM
EVS04777,"5676 Sydney Ave, Sydney",DC Fast Charger,ChargePoint,22,0.16,13.71,7,4.4,59,1,0.5297,MEDIUM
EVS00265,"5383 Berlin Ave, Berlin",DC Fast Charger,Tesla,350,0.2,19.99,9,5.0,55,0,0.5297,MEDIUM
EVS01530,"4332 Mumbai Ave, Mumbai",AC Level 2,Tesla,50,0.29,17.45,2,4.5,58,1,0.5297,MEDIUM
EVS01395,"142 Sydney Ave, Sydney",AC Level 2,Greenlots,150,0.15,15.74,8,4.5,81,1,0.5297,MEDIUM
EVS02540,"5805 Mumbai Ave, Mumbai",AC Level 1,ChargePoint,50,0.18,18.93,5,3.8,31,0,0.5296,MEDIUM
EVS04814,"3866 Bangkok Ave, Bangkok",DC Fast Charger,Ionity,22,0.14,9.4,6,4.6,95,1,0.5296,MEDIUM
EVS03244,"271 Dubai Ave, Dubai",DC Fast Charger,ChargePoint,150,0.17,10.52,6,5.0,100,1,0.5294,MEDIUM
EVS00651,"6747 Random Rd, City 92, Country",DC Fast Charger,Tesla,50,0.15,10.16,3,4.3,39,0,0.5294,MEDIUM
EVS04705,"1224 Beijing Ave, Beijing",AC Level 1,Tesla,150,0.13,15.23,3,3.8,37,0,0.5294,MEDIUM
EVS03893,"2068 Bangkok Ave, Bangkok",AC Level 1,Tesla,50,0.13,6.76,2,4.4,46,0,0.5293,MEDIUM
EVS00028,"1145 São Paulo Ave, São Paulo",AC Level 1,Tesla,50,0.25,13.65,3,4.7,52,0,0.5293,MEDIUM
EVS03453,"761 Los Angeles Ave, Los Angeles",DC Fast Charger,Ionity,22,0.25,18.42,3,4.1,97,1,0.5293,MEDIUM
EVS03182,"9855 Dubai Ave, Dubai",DC Fast Charger,Ionity,50,0.11,18.05,10,3.9,65,1,0.5292,MEDIUM
EVS02884,"6267 Dubai Ave, Dubai",AC Level 1,Greenlots,350,0.23,16.7,4,5.0,29,0,0.5292,MEDIUM
EVS01296,"4477 Beijing Ave, Beijing",DC Fast Charger,Tesla,150,0.34,20.0,1,4.7,11,0,0.5292,MEDIUM
EVS02202,"7433 Moscow Ave, Moscow",DC Fast Charger,EVgo,50,0.14,11.55,6,4.4,42,0,0.5292,MEDIUM
EVS00119,"157 Dubai Ave, Dubai",AC Level 2,Greenlots,50,0.18,18.85,6,3.9,44,0,0.5291,MEDIUM
EVS04335,"4309 Sydney Ave, Sydney",AC Level 1,Ionity,22,0.35,17.45,3,5.0,96,1,0.5291,MEDIUM
EVS02975,"8184 Toronto Ave, Toronto",AC Level 1,ChargePoint,22,0.13,13.96,1,3.4,19,0,0.5291,MEDIUM
EVS02256,"6299 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,50,0.25,15.78,6,4.8,98,1,0.5291,MEDIUM
EVS00449,"2542 Beijing Ave, Beijing",AC Level 2,Tesla,22,0.11,18.32,4,3.1,70,1,0.5291,MEDIUM
EVS00013,"9250 Berlin Ave, Berlin",AC Level 1,ChargePoint,22,0.16,11.77,2,4.0,73,1,0.5291,MEDIUM
EVS04370,"1431 Beijing Ave, Beijing",AC Level 1,Ionity,22,0.26,19.76,8,4.6,55,0,0.529,MEDIUM
EVS02486,"4671 Moscow Ave, Moscow",AC Level 2,EVgo,22,0.11,9.98,2,3.8,85,1,0.529,MEDIUM
EVS00817,"4608 Bangkok Ave, Bangkok",DC Fast Charger,Tesla,150,0.15,12.6,7,4.7,13,0,0.529,MEDIUM
EVS04935,"1115 Moscow Ave, Moscow",DC Fast Charger,EVgo,22,0.33,18.03,5,5.0,30,0,0.529,MEDIUM
EVS04471,"2750 Random Rd, City 224, Country",AC Level 2,Greenlots,50,0.1,5.17,1,4.2,13,0,0.5289,MEDIUM
EVS03953,"5609 Toronto Ave, Toronto",DC Fast Charger,Tesla,350,0.19,18.73,8,4.9,66,1,0.5289,MEDIUM
EVS03570,"2778 Los Angeles Ave, Los Angeles",AC Level 1,Greenlots,22,0.2,17.03,7,4.3,69,1,0.5288,MEDIUM
EVS00601,"3002 Random Rd, City 19, Country",AC Level 2,Greenlots,50,0.18,18.25,9,4.3,75,1,0.5288,MEDIUM
EVS04748,"9678 Bangkok Ave, Bangkok",AC Level 2,EVgo,22,0.12,5.65,5,4.7,27,0,0.5288,MEDIUM
EVS02329,"2559 Toronto Ave, Toronto",AC Level 2,Greenlots,50,0.1,18.47,7,3.4,30,0,0.5288,MEDIUM
EVS03251,"2247 Random Rd, City 229, Country",DC Fast Charger,Tesla,22,0.19,11.38,4,4.5,43,0,0.5288,MEDIUM
EVS01856,"9105 Berlin Ave, Berlin",AC Level 2,ChargePoint,150,0.14,19.79,7,3.8,59,1,0.5287,MEDIUM
EVS02887,"2814 Sydney Ave, Sydney",AC Level 2,Greenlots,150,0.32,17.61,2,4.9,33,0,0.5287,MEDIUM
EVS01611,"5170 Random Rd, City 224, Country",DC Fast Charger,EVgo,50,0.2,17.69,8,4.4,76,1,0.5287,MEDIUM
EVS01684,"6665 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,150,0.13,18.46,9,4.1,96,1,0.5287,MEDIUM
EVS02980,"4419 Berlin Ave, Berlin",AC Level 2,Ionity,50,0.16,11.55,10,5.0,50,0,0.5287,MEDIUM
EVS03414,"7642 Cape Town Ave, Cape Town",AC Level 2,ChargePoint,50,0.16,8.29,6,4.9,23,0,0.5287,MEDIUM
EVS00669,"1042 Mexico City Ave, Mexico City",AC Level 2,Tesla,50,0.11,7.7,2,4.1,59,1,0.5287,MEDIUM
EVS00333,"2497 Los Angeles Ave, Los Angeles",AC Level 1,Tesla,150,0.13,9.66,4,4.5,29,0,0.5286,MEDIUM
EVS00144,"7845 Toronto Ave, Toronto",DC Fast Charger,Greenlots,150,0.15,14.65,4,4.1,80,1,0.5286,MEDIUM
EVS00102,"7022 Beijing Ave, Beijing",DC Fast Charger,Ionity,22,0.12,17.81,4,3.2,41,0,0.5284,MEDIUM
EVS00180,"1592 Moscow Ave, Moscow",AC Level 2,EVgo,50,0.29,19.63,3,4.3,77,1,0.5284,MEDIUM
EVS00923,"992 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,150,0.12,2.26,2,5.0,31,0,0.5283,MEDIUM
EVS04290,"5738 Toronto Ave, Toronto",AC Level 1,Tesla,22,0.25,17.96,3,4.1,34,0,0.5283,MEDIUM
EVS00280,"4464 Los Angeles Ave, Los Angeles",AC Level 2,EVgo,350,0.14,17.41,7,4.5,43,0,0.5283,MEDIUM
EVS03647,"7228 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,22,0.13,10.43,4,4.1,89,1,0.5283,MEDIUM
EVS00356,"842 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,50,0.22,18.87,8,4.4,86,1,0.5282,MEDIUM
EVS01914,"8655 Cape Town Ave, Cape Town",AC Level 1,Ionity,22,0.14,19.72,8,3.6,22,0,0.5282,MEDIUM
EVS04840,"4772 Cape Town Ave, Cape Town",AC Level 1,EVgo,50,0.24,15.67,7,4.8,89,1,0.5282,MEDIUM
EVS04351,"5360 Random Rd, City 123, Country",AC Level 2,ChargePoint,50,0.11,15.77,4,3.4,80,1,0.5281,MEDIUM
EVS03651,"7681 Random Rd, City 343, Country",AC Level 2,Greenlots,150,0.15,13.82,6,4.4,93,1,0.5281,MEDIUM
EVS00913,"4722 Los Angeles Ave, Los Angeles",AC Level 1,EVgo,350,0.15,15.97,5,4.5,16,0,0.5281,MEDIUM
EVS04322,"9999 Dubai Ave, Dubai",AC Level 1,Tesla,22,0.33,17.28,3,4.8,18,0,0.528,MEDIUM
EVS00445,"5717 Toronto Ave, Toronto",AC Level 2,Greenlots,350,0.16,18.24,10,4.9,85,1,0.528,MEDIUM
EVS01660,"2968 Berlin Ave, Berlin",DC Fast Charger,Ionity,50,0.19,19.86,6,3.8,30,0,0.5279,MEDIUM
